encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_avg,encoder_self_attention_heads_avg,decoder_embed_dim,decoder_layer_num,decoder_ffn_embed_dim_avg,decoder_self_attention_heads_avg,decoder_ende_attention_heads_avg,decoder_arbitrary_ende_attn_avg,latency_mean_encoder,latency_mean_decoder,latency_std_encoder,latency_std_decoder
512,6,1877.3333333333333,6.0,640,3,1706.6666666666667,6.0,2.6666666666666665,1.3333333333333333,1990.0972843170166,5932.554125785828,413.8751029968262,45.89879512786865
512,6,1706.6666666666667,4.333333333333333,512,6,1792.0,5.666666666666667,3.3333333333333335,2.0,2302.647590637207,8377.144455909729,136.52396202087402,1271.8127965927124
512,6,2133.3333333333335,6.333333333333333,640,3,1365.3333333333333,5.333333333333333,2.6666666666666665,1.6666666666666667,2374.574303627014,5628.376603126526,145.3191041946411,213.62364292144775
512,6,2133.3333333333335,5.666666666666667,512,1,1024.0,8.0,8.0,3.0,2546.3415384292603,3448.51016998291,73.12548160552979,18.643856048583984
640,6,1450.6666666666667,4.0,640,1,2048.0,4.0,4.0,3.0,2221.5746641159058,4138.876557350159,20.93040943145752,154.08551692962646
512,6,1706.6666666666667,5.0,512,1,3072.0,8.0,2.0,3.0,2051.0170459747314,3725.2471446990967,291.5220260620117,16.307592391967773
640,6,1536.0,4.333333333333333,640,1,2048.0,8.0,2.0,3.0,2406.541347503662,3956.240653991699,67.07954406738281,28.46217155456543
640,6,1706.6666666666667,3.6666666666666665,512,3,1877.3333333333333,4.0,8.0,1.3333333333333333,2014.1642093658447,5815.375328063965,201.48396492004395,343.02592277526855
640,6,2048.0,4.333333333333333,640,2,1024.0,5.0,2.0,1.5,221.16339206695557,4907.817363739014,0.26357173919677734,42.884111404418945
512,6,1109.3333333333333,6.0,640,5,1740.8,5.2,6.8,2.4,1668.1089401245117,8259.724855422974,195.07670402526855,69.87953186035156
640,6,2389.3333333333335,4.0,640,6,2304.0,4.0,4.0,2.0,2332.197666168213,9474.694013595581,346.62413597106934,530.6425094604492
512,6,1962.6666666666667,3.3333333333333335,640,5,921.6,4.0,7.2,2.0,2109.8525524139404,7203.587889671326,49.97968673706055,210.93618869781494
640,6,1706.6666666666667,3.3333333333333335,640,3,1877.3333333333333,5.333333333333333,3.3333333333333335,1.6666666666666667,1653.8647413253784,6158.7055921554565,28.513789176940918,7.200837135314941
512,6,1450.6666666666667,6.666666666666667,640,2,768.0,4.0,5.0,2.5,168.737530708313,4759.118318557739,0.8848905563354492,96.30322456359863
640,6,1194.6666666666667,5.333333333333333,640,1,3072.0,4.0,2.0,2.0,2165.6768321990967,4208.349704742432,76.16615295410156,15.788078308105469
512,6,1621.3333333333333,5.666666666666667,512,2,512.0,2.0,5.0,1.0,176.09059810638428,3882.087826728821,0.11527538299560547,145.98524570465088
640,6,1792.0,5.333333333333333,512,3,512.0,5.333333333333333,4.666666666666667,2.0,2430.495500564575,4741.288065910339,36.76176071166992,0.4979372024536133
640,6,1962.6666666666667,6.0,512,6,1450.6666666666667,3.6666666666666665,4.666666666666667,1.3333333333333333,220.81303596496582,7599.762797355652,1.5149116516113281,1.2758970260620117
640,6,1109.3333333333333,6.0,640,2,2048.0,6.0,4.0,2.0,1885.8753442764282,5209.70606803894,117.23291873931885,364.213228225708
512,6,1536.0,5.0,512,2,2560.0,5.0,5.0,1.0,2205.311417579651,4597.057580947876,45.90427875518799,93.46604347229004
640,6,1621.3333333333333,5.333333333333333,512,1,1024.0,4.0,4.0,1.0,909.3234539031982,3266.3707733154297,707.7755928039551,65.05465507507324
512,6,1450.6666666666667,5.666666666666667,512,4,1792.0,3.0,4.5,2.5,1870.927333831787,6307.917833328247,545.7746982574463,142.38905906677246
512,6,1962.6666666666667,2.6666666666666665,512,4,2176.0,2.0,4.5,2.5,2506.3129663467407,6494.776129722595,6.832003593444824,28.68473529815674
512,6,682.6666666666666,5.666666666666667,512,4,1920.0,3.5,6.5,2.5,143.18084716796875,6376.8168687820435,0.5407333374023438,28.45156192779541
512,6,1792.0,6.666666666666667,512,4,1152.0,7.0,4.0,1.75,2061.306118965149,5491.642236709595,401.91400051116943,313.6026859283447
512,6,1621.3333333333333,4.666666666666667,512,1,2048.0,2.0,8.0,1.0,2235.7609272003174,3452.076196670532,73.64678382873535,46.00048065185547
512,6,1792.0,5.333333333333333,512,3,1536.0,2.6666666666666665,6.666666666666667,1.6666666666666667,2222.473382949829,5198.494911193848,162.9793643951416,101.40180587768555
640,6,1962.6666666666667,5.0,640,4,1792.0,4.0,6.0,2.25,1955.6398391723633,6978.670716285706,120.24044990539551,323.36437702178955
640,6,1450.6666666666667,5.0,512,6,1280.0,6.0,3.6666666666666665,1.3333333333333333,2223.395586013794,7103.01399230957,90.71707725524902,383.32056999206543
640,6,1621.3333333333333,5.666666666666667,640,3,3072.0,4.666666666666667,4.666666666666667,1.6666666666666667,2237.6372814178467,6696.035265922546,206.1748504638672,39.148688316345215
512,6,1621.3333333333333,5.666666666666667,640,5,1740.8,3.2,4.8,2.2,175.28557777404785,8543.672561645508,1.5053749084472656,361.29307746887207
640,6,1962.6666666666667,5.0,640,5,1638.4,5.2,5.6,1.8,235.86833477020264,8216.428995132446,8.524537086486816,21.427631378173828
640,6,1365.3333333333333,6.666666666666667,512,4,2048.0,6.5,4.5,2.25,2206.4435482025146,6590.855360031128,23.121118545532227,21.090269088745117
512,6,1706.6666666666667,3.6666666666666665,640,3,853.3333333333334,4.0,6.666666666666667,1.3333333333333333,2034.2684984207153,5416.613698005676,71.0989236831665,153.14018726348877
512,6,1962.6666666666667,5.333333333333333,512,1,1024.0,4.0,8.0,3.0,2030.592679977417,3388.1795406341553,76.29942893981934,65.14143943786621
640,6,1877.3333333333333,4.333333333333333,640,2,2048.0,3.0,5.0,2.0,2491.624593734741,4982.649326324463,12.259721755981445,256.3760280609131
512,6,1706.6666666666667,4.666666666666667,512,4,1920.0,3.5,4.0,2.0,2017.8332328796387,5971.995115280151,23.525476455688477,249.9980926513672
512,6,1280.0,5.0,640,1,2048.0,2.0,2.0,1.0,1841.554880142212,4107.275485992432,237.60747909545898,35.02845764160156
512,6,1792.0,4.0,640,1,1024.0,4.0,8.0,2.0,1911.0695123672485,4542.926907539368,591.6620492935181,76.0267972946167
640,6,1621.3333333333333,4.666666666666667,512,3,1024.0,8.0,5.333333333333333,1.3333333333333333,216.91274642944336,4961.770057678223,6.642341613769531,25.17533302307129
640,6,2133.3333333333335,4.0,640,3,2048.0,6.0,4.666666666666667,2.6666666666666665,2271.3056802749634,6087.531924247742,108.16395282745361,280.5997133255005
640,6,1877.3333333333333,8.0,640,1,512.0,2.0,2.0,2.0,2108.7687015533447,3846.4564085006714,54.9774169921875,25.5967378616333
640,6,1024.0,5.0,512,5,2048.0,4.4,4.0,1.6,1981.5491437911987,7249.507427215576,27.90224552154541,164.7629737854004
512,6,1792.0,6.333333333333333,640,6,2133.3333333333335,3.3333333333333335,5.333333333333333,1.8333333333333333,2421.32568359375,9764.170169830322,1.8360614776611328,67.63553619384766
512,6,1536.0,4.0,640,5,1228.8,6.0,4.0,2.0,1892.740249633789,8041.923880577087,134.3996524810791,199.485182762146
640,6,2474.6666666666665,3.6666666666666665,512,3,1536.0,6.666666666666667,5.333333333333333,2.0,2846.578598022461,4949.541687965393,37.14346885681152,212.54360675811768
640,6,1450.6666666666667,6.0,512,2,768.0,8.0,2.0,2.0,2056.3697814941406,3981.4186096191406,326.91049575805664,4.463911056518555
640,6,1792.0,5.0,512,6,1280.0,3.6666666666666665,4.666666666666667,2.3333333333333335,2071.531653404236,7886.980056762695,12.112259864807129,45.5470085144043
512,6,2048.0,4.666666666666667,640,4,1152.0,4.5,5.0,2.5,2356.479048728943,6894.940495491028,131.8906545639038,95.67892551422119
640,6,1280.0,6.0,640,6,2218.6666666666665,5.0,5.333333333333333,2.3333333333333335,2078.3482789993286,9798.402428627014,22.684216499328613,86.77542209625244
640,6,1365.3333333333333,6.0,512,3,1877.3333333333333,4.0,6.666666666666667,2.6666666666666665,2077.748656272888,5452.1613121032715,18.622517585754395,28.815031051635742
512,6,1280.0,5.0,512,5,819.2,5.6,3.6,2.4,2111.1074686050415,6340.9576416015625,17.75062084197998,61.64407730102539
640,6,1877.3333333333333,5.333333333333333,640,2,2560.0,2.0,3.0,2.0,2204.1343450546265,5382.109642028809,45.37785053253174,135.71786880493164
640,6,1109.3333333333333,3.6666666666666665,512,6,2133.3333333333335,3.6666666666666665,4.333333333333333,2.0,331.50196075439453,8561.154961585999,23.99444580078125,83.66429805755615
512,6,2730.6666666666665,4.666666666666667,512,1,3072.0,4.0,4.0,1.0,222.47314453125,3708.2208395004272,0.9970664978027344,59.90183353424072
640,6,1450.6666666666667,4.333333333333333,512,5,1536.0,4.4,4.4,1.2,1932.0365190505981,6823.972821235657,110.51809787750244,76.53319835662842
512,6,938.6666666666666,3.6666666666666665,512,2,512.0,8.0,4.0,1.5,2106.3196659088135,4029.7110080718994,66.8642520904541,54.38733100891113
640,6,1792.0,4.0,512,1,512.0,2.0,4.0,1.0,2270.0072526931763,3038.9246940612793,15.975594520568848,101.83262825012207
512,6,768.0,5.333333333333333,640,1,2048.0,2.0,8.0,1.0,1827.7801275253296,4004.5734643936157,23.58376979827881,16.502976417541504
640,6,1621.3333333333333,5.0,640,3,1194.6666666666667,2.6666666666666665,3.3333333333333335,1.6666666666666667,2211.6626501083374,5461.238384246826,2.1725893020629883,224.72238540649414
640,6,1365.3333333333333,4.666666666666667,512,6,1536.0,3.6666666666666665,5.333333333333333,1.6666666666666667,1614.7639751434326,7499.675989151001,135.87498664855957,620.4524040222168
