encoder_embed_dim,encoder_layer_num,encoder_ffn_embed_dim_avg,encoder_self_attention_heads_avg,decoder_embed_dim,decoder_layer_num,decoder_ffn_embed_dim_avg,decoder_self_attention_heads_avg,decoder_ende_attention_heads_avg,decoder_arbitrary_ende_attn_avg,latency_mean_encoder,latency_mean_decoder,latency_std_encoder,latency_std_decoder
640,6,2048.0,4.666666666666667,640,2,512.0,6.0,3.0,2.5,5.449550032615662,87.45998239517212,0.06365570352577818,0.947585732658801
640,6,1792.0,5.333333333333333,512,2,2048.0,4.0,3.0,2.5,5.407337963581085,89.65664672851562,0.04234724648110661,1.1059043444725447
640,6,1194.6666666666667,5.666666666666667,512,6,1450.6666666666667,5.0,4.333333333333333,2.1666666666666665,5.54203400015831,265.01636505126953,0.11985860862179683,5.548459087244
512,6,2048.0,6.666666666666667,512,2,1280.0,2.0,4.0,2.0,5.562769949436188,88.13338327407837,0.08476767139021345,1.1057182359215458
512,6,1621.3333333333333,5.666666666666667,640,3,1536.0,4.666666666666667,4.0,2.3333333333333335,5.526562035083771,127.78256702423096,0.061924859591028454,1.360097103689486
512,6,1280.0,5.0,512,1,2048.0,4.0,4.0,1.0,5.774858057498932,47.958216190338135,0.05691399967455479,0.4023429418188762
640,6,1194.6666666666667,5.666666666666667,512,3,2389.3333333333335,2.6666666666666665,4.666666666666667,2.0,5.489187955856323,128.8655982017517,0.07454317843664952,5.0048341457452725
640,6,1450.6666666666667,5.666666666666667,640,2,2560.0,3.0,6.0,2.0,5.901288032531738,89.10133838653564,0.1793930017763456,0.6997866164664831
640,6,1706.6666666666667,4.666666666666667,512,1,2048.0,2.0,2.0,3.0,5.647639989852905,53.25312399864197,0.08975945876315804,3.4833333722277042
512,6,853.3333333333334,4.0,640,5,1945.6,3.2,3.2,1.6,5.652107983827591,205.51322269439697,0.15237550575964617,4.527033845899794
512,6,1962.6666666666667,3.3333333333333335,512,6,1365.3333333333333,5.333333333333333,4.333333333333333,2.3333333333333335,5.5056019723415375,249.86524486541748,0.08558974299881765,3.537240224797012
512,6,1280.0,4.0,640,6,1109.3333333333333,4.0,5.333333333333333,1.8333333333333333,6.082501947879791,255.86746311187744,0.20460081592041318,5.513376938965258
640,6,1194.6666666666667,7.0,512,4,1920.0,2.5,7.0,2.25,5.482049942016602,169.86216735839844,0.046007674566129156,2.046195026382532
640,6,2389.3333333333335,3.6666666666666665,512,1,2048.0,2.0,4.0,1.0,5.583694040775299,48.54359197616577,0.07449182397031033,0.6159123303032265
512,6,2474.6666666666665,5.333333333333333,512,2,3072.0,6.0,6.0,2.0,5.622146010398865,88.80633020401001,0.12682997442462382,0.5422180717329497
512,6,1280.0,4.333333333333333,512,4,1792.0,6.5,4.0,1.75,5.5689840614795685,167.37482166290283,0.09314129626768569,2.505617722603251
512,6,2133.3333333333335,5.333333333333333,640,1,512.0,4.0,8.0,2.0,5.538309991359711,51.300180435180664,0.07553991871648193,1.668107342912454
640,6,1962.6666666666667,3.3333333333333335,640,5,1740.8,5.6,2.4,1.8,6.060274034738541,208.0550012588501,0.045056310502704096,3.2108428291614675
640,6,1450.6666666666667,4.0,512,1,3072.0,4.0,2.0,2.0,5.558415979146957,50.017516136169434,0.06675167830962053,0.501274257114049
640,6,1621.3333333333333,4.666666666666667,512,2,1536.0,4.0,6.0,2.0,5.628697991371155,87.81397724151611,0.06698075501501484,1.0181788354669024
640,6,1877.3333333333333,5.333333333333333,512,2,1792.0,6.0,5.0,2.0,5.594357997179031,90.02743244171143,0.07654410940344397,1.8214465442242338
512,6,1621.3333333333333,4.333333333333333,512,2,1024.0,3.0,5.0,1.5,5.984401971101761,93.62843990325928,0.04688308159741895,2.3816038357880887
512,6,1962.6666666666667,4.333333333333333,640,2,1792.0,4.0,8.0,1.0,5.551545977592468,86.55112600326538,0.08405630149167861,1.0269246237669696
640,6,1536.0,4.333333333333333,640,4,1792.0,3.0,3.0,2.0,5.58595398068428,165.78614807128906,0.0982069003661357,1.5488044730499542
512,6,1706.6666666666667,4.333333333333333,640,6,938.6666666666666,4.333333333333333,3.0,2.1666666666666665,5.581620067358017,246.75222492218018,0.07067366352067302,3.693067349249432
512,6,2048.0,3.0,512,6,1365.3333333333333,2.3333333333333335,3.0,2.0,5.547761976718903,247.71141624450684,0.06423264293482053,3.7016706848906638
640,6,1792.0,4.666666666666667,640,2,768.0,3.0,6.0,1.5,5.525308012962341,87.34441614151001,0.08075948536511177,0.5843907749808066
512,6,1365.3333333333333,5.0,512,4,1152.0,3.5,6.0,2.25,5.610089957714081,171.9710636138916,0.07635457593325225,3.9313817284865475
512,6,1877.3333333333333,4.0,640,6,1792.0,5.666666666666667,3.6666666666666665,1.8333333333333333,5.862809985876083,244.798357963562,0.09011578896093643,2.8837403577226652
640,6,1536.0,4.333333333333333,640,5,2457.6,2.8,4.4,2.8,5.77675399184227,212.7612476348877,0.10540134127703535,4.574780657372519
640,6,2218.6666666666665,3.6666666666666665,512,5,819.2,4.8,3.6,1.8,5.819645971059799,206.4978322982788,0.08095901102037174,1.4763046231015289
512,6,2304.0,6.0,640,3,1706.6666666666667,6.0,4.0,1.6666666666666667,5.798279970884323,126.50362730026245,0.09322660255279618,1.6087219479991732
512,6,2389.3333333333335,4.666666666666667,640,2,2560.0,3.0,3.0,1.0,5.573445975780487,87.71243143081665,0.06837778466170356,2.504445339778281
640,6,1962.6666666666667,3.3333333333333335,640,6,2304.0,5.333333333333333,6.333333333333333,1.6666666666666667,5.560288071632385,244.92754554748535,0.06072164762110567,2.655023829656623
512,6,1109.3333333333333,6.333333333333333,640,5,1228.8,4.4,6.0,2.2,5.639656066894531,209.49005794525146,0.0758789661805915,4.659043779750314
640,6,2133.3333333333335,5.0,512,1,2048.0,4.0,8.0,1.0,5.716885983943939,48.46436595916748,0.06849590831445004,0.5272583307754206
512,6,2133.3333333333335,4.333333333333333,640,6,1365.3333333333333,5.0,6.333333333333333,2.6666666666666665,5.763361901044846,249.99045753479004,0.13181498771810196,3.6151271019128117
